trial,scenario,expected_value_strategy,expected_value_payoff,expected_utility_strategy,expected_utility_payoff,subjective_expected_utility_strategy,subjective_expected_utility_payoff,robust_strategy,robust_payoff,satisficing_strategy,satisficing_payoff,noisy_expected_value_strategy,noisy_expected_value_payoff
811,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
812,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
813,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
814,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
815,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
816,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
817,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
818,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
819,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
820,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
821,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
822,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
823,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
824,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
825,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
826,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
827,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
828,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
829,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
830,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
831,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
832,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
833,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
834,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
835,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
836,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
837,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
838,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Defensive,58.0
839,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
840,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
841,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
842,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
843,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
844,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
845,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
846,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
847,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
848,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
849,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
850,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
851,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
852,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
853,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
854,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
855,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
856,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
857,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
858,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
859,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
860,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
861,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
862,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
863,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
864,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
865,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
866,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
867,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
868,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
869,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
870,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
871,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
872,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
873,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
874,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
875,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
876,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
877,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
878,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
879,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
880,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
881,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
882,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
883,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
884,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
885,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
886,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
887,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
888,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
889,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
890,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
891,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
892,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
893,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Aggressive,50.0
894,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
895,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
896,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
897,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
898,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
899,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
900,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
901,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
902,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
903,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
904,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
905,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
906,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
907,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
908,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
909,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
910,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
911,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
912,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
913,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
914,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
915,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
916,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
917,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
918,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
919,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
920,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
921,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
922,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
923,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
924,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
925,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Defensive,44.0
926,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
927,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
928,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
929,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
930,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
931,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
932,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
933,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
934,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
935,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
936,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
937,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
938,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
939,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
940,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
941,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
942,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
943,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
944,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
945,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
946,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
947,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
948,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
949,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
950,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
951,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
952,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
953,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
954,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
955,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
956,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
957,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
958,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
959,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
960,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
961,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
962,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
963,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
964,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
965,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
966,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
967,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
968,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
969,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
970,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
971,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
972,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
973,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
974,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Aggressive,-90.0
975,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
976,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
977,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
978,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
979,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
980,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
981,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Defensive,62.0
982,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
983,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
984,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
985,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
986,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
987,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
988,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
989,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
990,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
991,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
992,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
993,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
994,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
995,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
996,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
997,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
998,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
999,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
1000,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
